D8_IVC2_E2_B1_1	NA	TB.early
D8_IVC2_E2_B1_2	NA	TB.medium2
D8_IVC2_E2_B1_3	NA	TB.early
D8_IVC2_E2_B1_4	NA	TB.medium3
D8_IVC2_E2_B1_5	NA	TB.medium2
D8_IVC2_E2_B1_6	NA	TB.early
D8_IVC2_E2_B1_7	NA	TB.early
D8_IVC2_E2_B1_8	NA	TB.medium1
D8_IVC2_E2_B1_9	NA	TB.medium2
D8_IVC2_E2_B1_10	NA	TB.medium3
D8_IVC2_E2_B1_11	NA	TB.early
D8_IVC2_E2_B1_12	NA	TB.medium2
D8_IVC2_E2_B1_13	NA	TB.medium2
D8_IVC2_E2_B1_14	NA	TB.medium1
D8_IVC2_E2_B1_15	NA	TB.medium1
D8_IVC2_E2_B1_16	NA	TB.medium1
D8_IVC2_E2_B1_17	NA	TB.medium1
D8_IVC2_E2_B1_18	NA	TB.medium1
D8_IVC2_E2_B1_19	NA	TB.medium1
D8_IVC2_E2_B1_20	NA	TB.medium1
D8_IVC2_E2_B1_21	NA	TB.medium1
D8_IVC2_E2_B1_22	NA	TB.medium3
D8_IVC2_E2_B1_23	NA	TB.early
D8_IVC2_E2_B1_24	NA	TB.medium2
D8_IVC2_E2_B1_25	NA	TB.medium2
D8_IVC2_E2_B1_26	NA	EPI
D8_IVC2_E2_B1_27	NA	TB.medium2
D8_IVC2_E2_B1_28	NA	TB.medium2
D8_IVC2_E2_B1_29	NA	TB.medium1
D8_IVC2_E2_B1_30	NA	TB.medium2
D8_IVC2_E2_B1_32	NA	TB.medium2
D8_IVC2_E2_B1_34	NA	TB.medium2
D8_IVC2_E2_B1_36	NA	TB.medium1
D8_IVC2_E2_B1_37	NA	TB.medium2
D8_IVC2_E2_B1_38	NA	TB.medium2
D8_IVC2_E2_B1_39	NA	Pre.ST
D8_IVC2_E2_B1_40	NA	TB.medium2
D8_IVC2_E2_B1_41	NA	TB.early
D8_IVC2_E2_B1_42	NA	TB.early
D8_IVC2_E2_B1_43	NA	TB.medium2
D8_IVC2_E2_B1_44	NA	TB.medium2
D8_IVC2_E2_B1_46	NA	TB.early
D8_IVC2_E2_B1_47	NA	TB.medium2
D8_IVC2_E2_B1_48	NA	TB.medium2
D8_IVC2_E2_B1_49	NA	TB.early
D8_IVC2_E2_B1_50	NA	TB.medium2
D8_IVC2_E2_B1_51	NA	TB.medium2
D8_IVC2_E2_B1_52	NA	TB.medium2
D8_IVC2_E2_B1_54	NA	TB.medium1
D8_IVC2_E2_B1_55	NA	TB.medium2
D8_IVC2_E2_B1_56	NA	TB.medium3
D8_IVC2_E2_B1_57	NA	TB.medium3
D8_IVC2_E2_B1_58	NA	TB.medium2
D8_IVC2_E2_B1_59	NA	TB.early
D8_IVC2_E2_B1_60	NA	TB.medium2
D8_IVC2_E2_B1_61	NA	TB.medium2
D8_IVC2_E2_B1_62	NA	TB.medium1
D8_IVC2_E2_B1_63	NA	TB.early
D8_IVC2_E2_B1_65	NA	TB.medium3
D8_IVC2_E2_B1_66	NA	TB.medium2
D8_IVC2_E2_B1_67	NA	TB.early
D8_IVC2_E2_B1_68	NA	TB.early
D8_IVC2_E2_B1_69	NA	TB.medium2
D8_IVC2_E2_B1_70	NA	TB.medium3
D8_IVC2_E2_B1_71	NA	TB.medium2
D8_IVC2_E2_B1_72	NA	TB.medium2
D8_IVC2_E2_B1_73	NA	TB.early
D8_IVC2_E2_B1_74	NA	TB.early
D8_IVC2_E2_B1_75	NA	TB.medium2
D8_IVC2_E2_B1_76	NA	TB.medium1
D8_IVC2_E2_B1_77	NA	TB.medium3
D8_IVC2_E2_B1_78	NA	TB.medium1
D8_IVC2_E2_B1_79	NA	TB.medium3
D8_IVC2_E2_B1_80	NA	TB.medium2
D8_IVC2_E2_B1_81	NA	TB.medium1
D8_IVC2_E2_B1_82	NA	TB.early
D8_IVC2_E2_B1_83	NA	TB.medium2
D8_IVC2_E2_B1_86	NA	TB.early
D8_IVC2_E2_B1_87	NA	TB.medium2
D8_IVC2_E2_B1_88	NA	TB.medium1
D8_IVC2_E2_B1_90	NA	TB.early
D8_IVC2_E2_B1_91	NA	TB.medium2
D8_IVC2_E2_B1_92	NA	TB.medium1
D8_IVC2_E2_B1_93	NA	TB.early
D8_IVC2_E2_B1_94	NA	TB.early
D8_IVC2_E2_B1_95	NA	TB.early
D8_IVC2_E2_B1_96	NA	TB.early
D12_IVC6_E3_B1_1	NA	TB.late
D12_IVC6_E3_B1_2	NA	Pre.EVT
D12_IVC6_E3_B1_3	NA	Pre.ST
D12_IVC6_E3_B1_4	NA	TB.late
D12_IVC6_E3_B1_5	NA	Pre.ST
D12_IVC6_E3_B1_6	NA	Pre.ST
D12_IVC6_E3_B1_7	NA	Pre.EVT
D12_IVC6_E3_B1_8	NA	Pre.EVT
D12_IVC6_E3_B1_10	NA	TB.late
D12_IVC6_E3_B1_11	NA	TB.late
D12_IVC6_E3_B1_12	NA	TB.late
D12_IVC6_E3_B1_13	NA	Pre.EVT
D12_IVC6_E3_B1_14	NA	Pre.EVT
D12_IVC6_E3_B1_15	NA	Pre.EVT
D12_IVC6_E3_B1_16	NA	Pre.EVT
D12_IVC6_E3_B1_18	NA	TB.late
D12_IVC6_E3_B1_19	NA	Pre.EVT
D12_IVC6_E3_B1_20	NA	Pre.EVT
D12_IVC6_E3_B1_21	NA	Pre.EVT
D12_IVC6_E3_B1_22	NA	Pre.EVT
D12_IVC6_E3_B1_23	NA	Pre.ST
D12_IVC6_E3_B1_24	NA	Pre.EVT
D12_IVC6_E3_B1_26	NA	TB.late
D12_IVC6_E3_B1_27	NA	Pre.EVT
D12_IVC6_E3_B1_28	NA	Pre.EVT
D12_IVC6_E3_B1_29	NA	Pre.EVT
D12_IVC6_E3_B1_30	NA	TB.late
D12_IVC6_E3_B1_31	NA	Pre.ST
D12_IVC6_E3_B1_32	NA	TB.late
D12_IVC6_E3_B1_33	NA	TB.late
D12_IVC6_E3_B1_34	NA	Pre.EVT
D12_IVC6_E3_B1_35	NA	Pre.EVT
D12_IVC6_E3_B1_36	NA	Pre.EVT
D12_IVC6_E3_B1_37	NA	Pre.ST
D12_IVC6_E3_B1_38	NA	Pre.EVT
D12_IVC6_E3_B1_39	NA	Pre.EVT
D12_IVC6_E3_B1_41	NA	TB.late
D12_IVC6_E3_B1_42	NA	TB.late
D12_IVC6_E3_B1_44	NA	TB.late
D12_IVC6_E3_B1_45	NA	TB.late
D12_IVC6_E3_B1_46	NA	TB.late
D12_IVC6_E3_B1_49	NA	TB.late
D12_IVC6_E3_B1_50	NA	TB.late
D12_IVC6_E3_B1_51	NA	TB.late
D12_IVC6_E3_B1_53	NA	Pre.EVT
D12_IVC6_E3_B1_54	NA	Pre.EVT
D12_IVC6_E3_B1_55	NA	TB.late
D12_IVC6_E3_B1_56	NA	Pre.EVT
D12_IVC6_E3_B1_57	NA	Pre.ST
D12_IVC6_E3_B1_58	NA	Pre.EVT
D12_IVC6_E3_B1_60	NA	Pre.EVT
D12_IVC6_E3_B1_61	NA	Pre.EVT
D12_IVC6_E3_B1_62	NA	TB.late
D12_IVC6_E3_B1_63	NA	Pre.EVT
D12_IVC6_E3_B1_64	NA	TB.late
D12_IVC6_E3_B1_65	NA	TB.late
D12_IVC6_E3_B1_66	NA	Pre.ST
D12_IVC6_E3_B1_67	NA	ST
D12_IVC6_E3_B1_68	NA	Pre.EVT
D12_IVC6_E3_B1_69	NA	TB.late
D12_IVC6_E3_B1_71	NA	TB.late
D12_IVC6_E3_B1_72	NA	Pre.EVT
D12_IVC6_E3_B1_73	NA	Pre.ST
D12_IVC6_E3_B1_74	NA	Pre.EVT
D12_IVC6_E3_B1_75	NA	Pre.EVT
D12_IVC6_E3_B1_76	NA	TB.late
D12_IVC6_E3_B1_77	NA	Pre.EVT
D12_IVC6_E3_B1_78	NA	TB.late
D12_IVC6_E3_B1_79	NA	Pre.EVT
D12_IVC6_E3_B1_80	NA	Pre.EVT
D12_IVC6_E3_B1_81	NA	Pre.EVT
D12_IVC6_E3_B1_82	NA	ST
D12_IVC6_E3_B1_83	NA	TB.late
D12_IVC6_E3_B1_84	NA	TB.late
D12_IVC6_E3_B1_85	NA	Pre.EVT
D12_IVC6_E3_B1_86	NA	Pre.EVT
D12_IVC6_E3_B1_87	NA	Pre.EVT
D12_IVC6_E3_B1_88	NA	Pre.EVT
D12_IVC6_E3_B1_89	NA	Pre.EVT
D12_IVC6_E3_B1_90	NA	TB.late
